city,city_ascii,lat,lng,pop,country,iso2,iso3,province
Arezzo,Arezzo,43.46172569,11.87497514,82613,Italy,IT,ITA,Toscana
Catanzaro,Catanzaro,38.9003762,16.60000972,90541,Italy,IT,ITA,Calabria
Salerno,Salerno,40.68039675,14.76994055,546922,Italy,IT,ITA,Campania
Benevento,Benevento,41.13370241,14.74999345,59280,Italy,IT,ITA,Campania
Bari,Bari,41.1142204,16.87275793,408554.5,Italy,IT,ITA,Apulia
Foggia,Foggia,41.46047833,15.55996985,147028,Italy,IT,ITA,Apulia
Lecce,Lecce,40.36039044,18.14999263,122942.5,Italy,IT,ITA,Apulia
Brindisi,Brindisi,40.64034751,17.93000606,96759,Italy,IT,ITA,Apulia
Taranto,Taranto,40.50839174,17.22999711,148807,Italy,IT,ITA,Apulia
Messina,Messina,38.2004706,15.5499963,224047.5,Italy,IT,ITA,Sicily
Marsala,Marsala,37.80540428,12.43866166,60481.5,Italy,IT,ITA,Sicily
Siracusa,Siracusa,37.0703587,15.28996049,123110,Italy,IT,ITA,Sicily
Pescara,Pescara,42.45543052,14.21865637,215537.5,Italy,IT,ITA,Abruzzo
L'Aquila,L'Aquila,42.35039817,13.39002478,62201.5,Italy,IT,ITA,Abruzzo
Civitavecchia,Civitavecchia,42.10041343,11.79999263,55674,Italy,IT,ITA,Lazio
Ancona,Ancona,43.60037355,13.49994055,95599,Italy,IT,ITA,Marche
Perugia,Perugia,43.11037762,12.38998246,141998,Italy,IT,ITA,Umbria
Bergamo,Bergamo,45.70040041,9.669993448,160658,Italy,IT,ITA,Lombardia
Trieste,Trieste,45.65037762,13.80002559,213609.5,Italy,IT,ITA,Friuli-Venezia Giulia
Bolzano,Bolzano,46.5004291,11.36001949,95442,Italy,IT,ITA,Trentino-Alto Adige
Trento,Trento,46.08042889,11.11998246,106377,Italy,IT,ITA,Trentino-Alto Adige
Verona,Verona,45.44039044,10.99001623,300333.5,Italy,IT,ITA,Veneto
Sassari,Sassari,40.73000612,8.57000891,102822.5,Italy,IT,ITA,Sardegna
Turin,Turin,45.07038719,7.669960489,1258631.5,Italy,IT,ITA,Piemonte
Genoa,Genoa,44.40998822,8.930038614,624724,Italy,IT,ITA,Liguria
Florence,Florence,43.78000083,11.25000036,935758.5,Italy,IT,ITA,Toscana
Catania,Catania,37.49997072,15.07999914,482908,Italy,IT,ITA,Sicily
Venice,Venice,45.43865928,12.33499874,270816,Italy,IT,ITA,Veneto
Palermo,Palermo,38.12502301,13.35002722,767587.5,Italy,IT,ITA,Sicily
Naples,Naples,40.84002525,14.24501135,1619486,Italy,IT,ITA,Campania
Milan,Milan,45.4699752,9.20500891,2125830.5,Italy,IT,ITA,Lombardia
Rome,Rome,41.89595563,12.48325842,1687226,Italy,IT,ITA,Lazio
Touba,Touba,8.280000029,-7.684001549,27504,Ivory Coast,CI,CIV,Bafing
Bouafle,Bouafle,6.977997104,-5.748002428,60962,Ivory Coast,CI,CIV,Marahoué
Divo,Divo,5.839002037,-5.360003483,127867,Ivory Coast,CI,CIV,Sud-Bandama
Toumodi,Toumodi,6.552000132,-5.019002394,39005,Ivory Coast,CI,CIV,Lacs
Aboisso,Aboisso,5.466699052,-3.20000353,37654,Ivory Coast,CI,CIV,Sud-Comoé
Ferkessedougou,Ferkessedougou,9.600407531,-5.200029136,57410,Ivory Coast,CI,CIV,Savanes
Odienne,Odienne,9.510413024,-7.580013063,34488,Ivory Coast,CI,CIV,Denguélé
Man,Man,7.400412617,-7.549989056,143157.5,Ivory Coast,CI,CIV,Dix-Huit Montagnes
Seguela,Seguela,7.950404886,-6.670016929,31880,Ivory Coast,CI,CIV,Worodougou
Gagnoa,Gagnoa,6.150411396,-5.879987632,111188,Ivory Coast,CI,CIV,Fromager
Soubre,Soubre,5.790407531,-6.610020591,83712.5,Ivory Coast,CI,CIV,Bas-Sassandra
San-Pedro,San-Pedro,4.77041811,-6.639967083,203512,Ivory Coast,CI,CIV,Bas-Sassandra
Sassandra,Sassandra,4.950381286,-6.083282716,30842.5,Ivory Coast,CI,CIV,Bas-Sassandra
Bondoukou,Bondoukou,8.030425841,-2.800020591,38501.5,Ivory Coast,CI,CIV,Zanzan
Agboville,Agboville,5.940346699,-4.280033611,73027.5,Ivory Coast,CI,CIV,Agnéby
Dimbokro,Dimbokro,6.650458393,-4.710007366,46467.5,Ivory Coast,CI,CIV,N'zi-Comoé
Grand Bassam,Grand Bassam,5.200391865,-3.749988445,61226.5,Ivory Coast,CI,CIV,Lagunes
Dabou,Dabou,5.320358703,-4.389949383,71287,Ivory Coast,CI,CIV,Lagunes
Guiglo,Guiglo,6.550464497,-7.48996688,37490,Ivory Coast,CI,CIV,Moyen-Cavally
Abengourou,Abengourou,6.730375996,-3.490004315,87809,Ivory Coast,CI,CIV,Moyen-Comoe
Korhogo,Korhogo,9.459976826,-5.639950604,172535,Ivory Coast,CI,CIV,Savanes
Daloa,Daloa,6.889978657,-6.450004518,235410,Ivory Coast,CI,CIV,Haut-Sassandra
Bouake,Bouake,7.689981505,-5.030013673,511151,Ivory Coast,CI,CIV,Vallée du Bandama
Yamoussoukro,Yamoussoukro,6.81838096,-5.275502565,200514.5,Ivory Coast,CI,CIV,Lacs
Abidjan,Abidjan,5.319996967,-4.04004826,3496197.5,Ivory Coast,CI,CIV,Lagunes
Lucea,Lucea,18.44299809,-78.17900362,6289,Jamaica,JM,JAM,Hanover
Mandeville,Mandeville,18.03300305,-77.49999851,47115,Jamaica,JM,JAM,Manchester
Black River,Black River,18.03099607,-77.85199748,4229,Jamaica,JM,JAM,Saint Elizabeth
Falmouth,Falmouth,18.47958305,-77.6560496,7779,Jamaica,JM,JAM,Trelawny
Savanna-la-Mar,Savanna La Mar,18.1639981,-77.94800051,25260.5,Jamaica,JM,JAM,Westmoreland
Port Antonio,Port Antonio,18.15900314,-76.38000262,14400,Jamaica,JM,JAM,Portland
St. Ann's Bay,St. Anns Bay,18.43263914,-77.19952454,13671,Jamaica,JM,JAM,Saint Ann
Port Maria,Port Maria,18.37700105,-76.89999547,7906,Jamaica,JM,JAM,Saint Mary
Half Way Tree,Halfway Tree,18.0333001,-76.79999651,96494,Jamaica,JM,JAM,Saint Andrew
Port Morant,Port Morant,17.89100103,-76.32899957,11536,Jamaica,JM,JAM,Saint Thomas
May Pen,May Pen,17.96661521,-77.23328089,89948.5,Jamaica,JM,JAM,Clarendon
Spanish Town,Spanish Town,17.98333254,-76.94999068,297531.5,Jamaica,JM,JAM,Saint Catherine
Montego Bay,Montego Bay,18.46668805,-77.91667586,104437.5,Jamaica,JM,JAM,Saint James
Kingston,Kingston,17.97707662,-76.76743371,801336.5,Jamaica,JM,JAM,Kingston
Okayama,Okayama,34.67202964,133.9170865,752872,Japan,JP,JPN,Okayama
Shimonoseki,Shimonoseki,33.96543194,130.9454333,236198.5,Japan,JP,JPN,Yamaguchi
Kanoya,Kanoya,31.38331565,130.8500386,68513.5,Japan,JP,JPN,Kagoshima
Takamatsu,Takamatsu,34.34473696,134.044779,329861.5,Japan,JP,JPN,Kagawa
Tokushima,Tokushima,34.06738955,134.5525,355552.5,Japan,JP,JPN,Tokushima
Toyama,Toyama,36.69999371,137.2300109,329172,Japan,JP,JPN,Toyama
Takaoka,Takaoka,36.67002138,136.9999991,124437,Japan,JP,JPN,Toyama
Otsu,Otsu,35.006402,135.8674068,437802.5,Japan,JP,JPN,Shiga
Maebashi,Maebashi,36.39269981,139.0726892,313791,Japan,JP,JPN,Gunma
Kawasaki,Kawasaki,35.52998761,139.705002,1372025.5,Japan,JP,JPN,Kanagawa
Kawagoe,Kawagoe,35.91769004,139.4910616,337931,Japan,JP,JPN,Saitama
Utsunomiya,Utsunomiya,36.54997703,139.8700048,558808.5,Japan,JP,JPN,Tochigi
Hachioji,Hachioji,35.65770591,139.3260587,579399,Japan,JP,JPN,Tokyo
Koriyama,Koriyama,37.40997622,140.3799996,302581,Japan,JP,JPN,Fukushima
Kure,Kure,34.25097007,132.5655928,196807.5,Japan,JP,JPN,Hiroshima
Matsue,Matsue,35.46699404,133.0666475,150527,Japan,JP,JPN,Shimane
Tottori,Tottori,35.50037701,134.2332946,142635.5,Japan,JP,JPN,Tottori
Sasebo,Sasebo,33.1631295,129.7177046,224347.5,Japan,JP,JPN,Nagasaki
Kitakyushu,Kitakyushu,33.87039899,130.8200146,990286.5,Japan,JP,JPN,Fukuoka
Kumamoto,Kumamoto,32.80092938,130.700642,699327.5,Japan,JP,JPN,Kumamoto
Oita,Oita,33.24322797,131.5978999,412100.5,Japan,JP,JPN,Oita
Gifu,Gifu,35.42309491,136.7627526,405304.5,Japan,JP,JPN,Gifu
Tsu,Tsu,34.71706565,136.5166695,392484.5,Japan,JP,JPN,Mie
Matsumoto,Matsumoto,36.2404352,137.9700175,217796.5,Japan,JP,JPN,Nagano
Shizuoka,Shizuoka,34.98583478,138.3853926,686446.5,Japan,JP,JPN,Shizuoka
Hamamatsu,Hamamatsu,34.71807334,137.7327193,887242.5,Japan,JP,JPN,Shizuoka
Obihiro,Obihiro,42.93041445,143.1700101,169614,Japan,JP,JPN,Hokkaido
Tomakomai,Tomakomai,42.6504057,141.5500057,161355.5,Japan,JP,JPN,Hokkaido
Kitami,Kitami,43.8503583,143.8999914,103971.5,Japan,JP,JPN,Hokkaido
Otaru,Otaru,43.18871909,140.9783093,139260.5,Japan,JP,JPN,Hokkaido
Fukui,Fukui,36.07041974,136.2200468,241288.5,Japan,JP,JPN,Fukui
Maizuru,Maizuru,35.4504059,135.3333309,62531.5,Japan,JP,JPN,Kyoto
Wakayama,Wakayama,34.22311647,135.1677079,395503,Japan,JP,JPN,Wakayama
Mito,Mito,36.37042727,140.4800451,300215,Japan,JP,JPN,Ibaraki
Kofu,Kofu,35.6503937,138.5833134,193770,Japan,JP,JPN,Yamanashi
Iwaki,Iwaki,37.0553467,140.8900459,324677,Japan,JP,JPN,Fukushima
Nagaoka,Nagaoka,37.45041302,138.8600406,187560,Japan,JP,JPN,Niigata
Yamagata,Yamagata,38.27049217,140.3200032,263373.5,Japan,JP,JPN,Yamagata
Tsuruoka,Tsuruoka,38.70041424,139.830214,88052.5,Japan,JP,JPN,Yamagata
Kagoshima,Kagoshima,31.58596478,130.561064,536092.5,Japan,JP,JPN,Kagoshima
Matsuyama,Matsuyama,33.84554262,132.765839,525089,Japan,JP,JPN,Ehime
Kanazawa,Kanazawa,36.56000226,136.6400211,505093,Japan,JP,JPN,Ishikawa
Muroran,Muroran,42.34995892,140.9800146,125936.5,Japan,JP,JPN,Hokkaido
Asahikawa,Asahikawa,43.75501528,142.3799808,341079.5,Japan,JP,JPN,Hokkaido
Kobe,Kobe,34.67998781,135.1699816,1528478,Japan,JP,JPN,Hyogo
Yokohama,Yokohama,35.32002626,139.5800484,3697894,Japan,JP,JPN,Kanagawa
Akita,Akita,39.70999086,140.0899914,300962.5,Japan,JP,JPN,Akita
Aomori,Aomori,40.82503908,140.7100052,281571.5,Japan,JP,JPN,Aomori
Hirosaki,Hirosaki,40.56999005,140.4700199,171700.5,Japan,JP,JPN,Aomori
Hachinohe,Hachinohe,40.50999371,141.5400321,225575,Japan,JP,JPN,Aomori
Fukushima,Fukushima,37.74000775,140.4700199,278961.5,Japan,JP,JPN,Fukushima
Morioka,Morioka,39.72001609,141.1300313,294782.5,Japan,JP,JPN,Iwate
Niigata,Niigata,37.91999676,139.0400297,537534.5,Japan,JP,JPN,Niigata
Fukuoka,Fukuoka,33.59501528,130.4100138,2092144.5,Japan,JP,JPN,Fukuoka
Miyazaki,Miyazaki,31.91824424,131.418376,317793.5,Japan,JP,JPN,Miyazaki
Naha,Naha,26.20717165,127.6729716,611572,Japan,JP,JPN,Okinawa
Kochi,Kochi,33.56243329,133.5375232,323095,Japan,JP,JPN,Kochi
Nagoya,Nagoya,35.15499758,136.9149914,2710639.5,Japan,JP,JPN,Aichi
Nagano,Nagano,36.64999676,138.1700052,477243.5,Japan,JP,JPN,Nagano
Kushiro,Kushiro,42.97495953,144.3746911,191089,Japan,JP,JPN,Hokkaido
Hakodate,Hakodate,41.79497988,140.7399776,289357,Japan,JP,JPN,Hokkaido
Kyoto,Kyoto,35.02999229,135.7499979,1632320,Japan,JP,JPN,Kyoto
Sendai,Sendai,38.28710614,141.0217175,1643781,Japan,JP,JPN,Miyagi
Sakata,Sakata,38.92003908,139.8500577,86507.5,Japan,JP,JPN,Yamagata
Nagasaki,Nagasaki,32.76498842,129.8850329,422829.5,Japan,JP,JPN,Nagasaki
Hiroshima,Hiroshima,34.3878351,132.442913,1594420.5,Japan,JP,JPN,Hiroshima
Sapporo,Sapporo,43.07497927,141.3400443,2202893,Japan,JP,JPN,Hokkaido
Osaka,Osaka,34.75003522,135.4601448,6943206.5,Japan,JP,JPN,Osaka
Tokyo,Tokyo,35.68501691,139.7514074,22006299.5,Japan,JP,JPN,Tokyo
Al Mafraq,Al Mafraq,32.28329707,36.23329852,57118,Jordan,JO,JOR,Mafraq
At Tafilah,At Tafilah,30.83333404,35.60000464,25429,Jordan,JO,JOR,Tafilah
Ma'an,Ma'an,30.19200312,35.73600358,50350,Jordan,JO,JOR,Ma`an
Irbid,Irbid,32.54998863,35.84999752,471020,Jordan,JO,JOR,Irbid
As Salt,As Salt,32.03919293,35.72721431,110439,Jordan,JO,JOR,Balqa
Az Zarqa,Az Zarqa,32.06999208,36.1000081,843678,Jordan,JO,JOR,Zarqa
Al Aqabah,Al Aqabah,29.52699485,35.07769324,95048,Jordan,JO,JOR,Aqaba
Al Karak,Al Karak,31.1851107,35.70473507,50870,Jordan,JO,JOR,Karak
Amman,Amman,31.95002525,35.93329993,1060000,Jordan,JO,JOR,Amman
Turgay,Turgay,49.62600011,63.49899651,5277,Kazakhstan,KZ,KAZ,Qostanay
Mangyshlak,Mangyshlak,43.69045506,51.14173561,147443,Kazakhstan,KZ,KAZ,Mangghystau
Maqat,Maqat,47.64824017,53.32650183,12169,Kazakhstan,KZ,KAZ,Atyrau
Bestobe,Bestobe,52.49967531,73.0997135,7189,Kazakhstan,KZ,KAZ,Aqmola
Osakarovka,Osakarovka,50.57994753,72.56992672,4196,Kazakhstan,KZ,KAZ,Qaraghandy
Aqadyr,Aqadyr,48.27486859,72.85988318,5359.5,Kazakhstan,KZ,KAZ,Qaraghandy
Sharbaqty,Sharbaqty,52.49990786,78.14994787,107,Kazakhstan,KZ,KAZ,Pavlodar
Shemonaikha,Shemonaikha,50.63159812,81.90496415,23631.5,Kazakhstan,KZ,KAZ,East Kazakhstan
Serebryansk,Serebryansk,49.69989789,83.42487138,701,Kazakhstan,KZ,KAZ,East Kazakhstan
Boralday,Boralday,43.33413658,76.82883988,20996,Kazakhstan,KZ,KAZ,Almaty
Zharkent,Zharkent,44.16155377,79.9801204,35459,Kazakhstan,KZ,KAZ,Almaty
Esik,Esik,43.36906984,77.44378943,30883,Kazakhstan,KZ,KAZ,Almaty
Lenger,Lenger,42.18991701,69.87991003,22148,Kazakhstan,KZ,KAZ,South Kazakhstan
Kentau,Kentau,43.5165027,68.51988969,55864.5,Kazakhstan,KZ,KAZ,South Kazakhstan
Zhosaly,Zhosaly,45.48772605,64.07804195,19023.5,Kazakhstan,KZ,KAZ,Qyzylorda
Oktyabrsk,Oktyabrsk,49.47306419,57.44490678,27284.5,Kazakhstan,KZ,KAZ,Aqtöbe
Algha,Algha,49.90316713,57.33499101,28267,Kazakhstan,KZ,KAZ,Aqtöbe
Bayghanin,Bayghanin,48.69169069,55.87399491,4271,Kazakhstan,KZ,KAZ,Aqtöbe
Embi,Embi,48.82677289,58.14419226,10009.5,Kazakhstan,KZ,KAZ,Aqtöbe
Zhetiqara,Zhetiqara,52.19297569,61.23992061,44922,Kazakhstan,KZ,KAZ,Qostanay
Komsomolets,Komsomolets,53.75055503,62.05020707,5693.5,Kazakhstan,KZ,KAZ,Qostanay
Tobol,Tobol,52.69800946,62.57492956,3913.5,Kazakhstan,KZ,KAZ,Qostanay
Qusmuryn,Qusmuryn,52.45799827,64.59997392,4345.5,Kazakhstan,KZ,KAZ,Qostanay
Shieli,Shieli,44.16700563,66.75002356,25871,Kazakhstan,KZ,KAZ,Qyzylorda
Makhambet,Makhambet,47.67136538,51.57978674,4761.5,Kazakhstan,KZ,KAZ,Atyrau
Chapaev,Chapaev,50.19149579,51.14492956,3515.5,Kazakhstan,KZ,KAZ,West Kazakhstan
Zhanibek,Zhanibek,49.4276406,46.8772314,6824,Kazakhstan,KZ,KAZ,West Kazakhstan
Aqsay,Aqsay,51.17143597,53.03489172,30404.5,Kazakhstan,KZ,KAZ,West Kazakhstan
Esil,Esil,51.95696942,66.37748816,7065.5,Kazakhstan,KZ,KAZ,Aqmola
Derzhavinsk,Derzhavinsk,51.10206036,66.30746659,14852,Kazakhstan,KZ,KAZ,Aqmola
Zhaltyr,Zhaltyr,51.63241559,69.83278113,694,Kazakhstan,KZ,KAZ,Aqmola
Makinsk,Makinsk,52.6403644,70.4099552,20365.5,Kazakhstan,KZ,KAZ,Aqmola
Aqsu,Aqsu,52.45019513,71.9597314,8543,Kazakhstan,KZ,KAZ,Aqmola
Zholymbet,Zholymbet,51.75023785,71.70987585,3969,Kazakhstan,KZ,KAZ,Aqmola
Erymentau,Erymentau,51.63032269,73.10493282,19655,Kazakhstan,KZ,KAZ,Aqmola
Saryshaghan,Saryshaghan,46.11954795,73.61911332,2331,Kazakhstan,KZ,KAZ,Qaraghandy
Qarazhal,Qarazhal,48.02527142,70.79990556,17988.5,Kazakhstan,KZ,KAZ,Qaraghandy
Atasu,Atasu,48.69032127,71.64993119,16400,Kazakhstan,KZ,KAZ,Qaraghandy
Kishkenekol,Kishkenekol,53.63676353,72.34141353,6779,Kazakhstan,KZ,KAZ,North Kazakhstan
Tayynsha,Tayynsha,53.84812014,69.76379309,7128.5,Kazakhstan,KZ,KAZ,North Kazakhstan
Bulaevo,Bulaevo,54.90531659,70.43997921,5383,Kazakhstan,KZ,KAZ,North Kazakhstan
Ertis,Ertis,53.34530845,75.44990596,6311,Kazakhstan,KZ,KAZ,Pavlodar
Kachiry,Kachiry,53.08036338,76.08997025,5130.5,Kazakhstan,KZ,KAZ,Pavlodar
Zaysan,Zaysan,47.47522748,84.85982255,14199,Kazakhstan,KZ,KAZ,East Kazakhstan
Zyryanovsk,Zyryanovsk,49.74526979,84.25484656,47293.5,Kazakhstan,KZ,KAZ,East Kazakhstan
Ridder,Ridder,50.35538759,83.5149434,54710,Kazakhstan,KZ,KAZ,East Kazakhstan
Shar,Shar,49.6003174,81.05493852,5124.5,Kazakhstan,KZ,KAZ,East Kazakhstan
Urzhar,Urzhar,47.10018577,81.60482743,13854,Kazakhstan,KZ,KAZ,East Kazakhstan
Sarqan,Sarqan,45.42033999,79.91490474,61329,Kazakhstan,KZ,KAZ,Almaty
Ushtobe,Ushtobe,45.26533653,77.96995886,19116.5,Kazakhstan,KZ,KAZ,Almaty
Shonzhy,Shonzhy,43.54208254,79.47028072,3902,Kazakhstan,KZ,KAZ,Almaty
Qapshaghay,Qapshaghay,43.88438723,77.06872188,40319.5,Kazakhstan,KZ,KAZ,Almaty
Otar,Otar,43.53458946,75.2138997,11238,Kazakhstan,KZ,KAZ,Almaty
Fort Shevchenko,Fort Shevchenko,44.51706179,50.26663692,3236,Kazakhstan,KZ,KAZ,Mangghystau
Zhangaozen,Zhangaozen,43.30039187,52.80002234,8895,Kazakhstan,KZ,KAZ,Mangghystau
Arys,Arys,42.43687868,68.80483354,39466.5,Kazakhstan,KZ,KAZ,South Kazakhstan
Burylbaytal,Burylbaytal,44.93874147,74.03025102,92.5,Kazakhstan,KZ,KAZ,Zhambyl
Shu,Shu,43.59525759,73.74484208,41112,Kazakhstan,KZ,KAZ,Zhambyl
Qulan,Qulan,42.92036338,72.70495723,10200,Kazakhstan,KZ,KAZ,Zhambyl
Oytal,Oytal,42.91529909,73.25489783,16247,Kazakhstan,KZ,KAZ,Zhambyl
Qaratau,Qaratau,43.18538597,70.45997799,35743,Kazakhstan,KZ,KAZ,Zhambyl
Khromtau,Khromtau,50.26994061,58.44996171,21614,Kazakhstan,KZ,KAZ,Aqtöbe
Arqalyq,Arqalyq,50.24180279,66.89761145,48760.5,Kazakhstan,KZ,KAZ,Qostanay
Oostanay,Oostanay,53.22089744,63.62830196,223450.5,Kazakhstan,KZ,KAZ,Qostanay
Baykonur,Baykonur,45.69135703,63.24134884,36175,Kazakhstan,KZ,KAZ,Qyzylorda
Balyqshy,Balyqshy,47.06659609,51.86659094,25442,Kazakhstan,KZ,KAZ,Atyrau
Atbasar,Atbasar,51.82188723,68.34770382,35308,Kazakhstan,KZ,KAZ,Aqmola
Kokshetau,Kokshetau,53.29998822,69.41998979,126658.5,Kazakhstan,KZ,KAZ,Aqmola
Temirtau,Temirtau,50.06501772,72.96499304,167193.5,Kazakhstan,KZ,KAZ,Qaraghandy
Zhezqazghan,Zhezqazghan,47.77998924,67.77001298,104357,Kazakhstan,KZ,KAZ,Qaraghandy
Qarqaraly,Qarqaraly,49.42490175,75.46489213,4899,Kazakhstan,KZ,KAZ,Qaraghandy
Balqash,Balqash,46.8532241,74.95024654,80586,Kazakhstan,KZ,KAZ,Qaraghandy
Petropavlovsk,Petropavlovsk,54.87999514,69.22000199,214579,Kazakhstan,KZ,KAZ,North Kazakhstan
Ayakoz,Ayakoz,47.96473248,80.42970536,39670,Kazakhstan,KZ,KAZ,East Kazakhstan
Taldyqorghan,Taldyqorghan,45.00000389,78.40001013,88380,Kazakhstan,KZ,KAZ,Almaty
Turkistan,Turkistan,43.30155458,68.25489294,86743.5,Kazakhstan,KZ,KAZ,South Kazakhstan
Shalqar,Shalqar,47.83629071,59.6140767,27256,Kazakhstan,KZ,KAZ,Aqtöbe
Qazaly,Qazaly,45.7627997,62.10751623,3436,Kazakhstan,KZ,KAZ,Qyzylorda
Aral,Aral,46.79997154,61.66661291,30185,Kazakhstan,KZ,KAZ,Qyzylorda
Qulsary,Qulsary,46.98326784,54.01653723,37103,Kazakhstan,KZ,KAZ,Atyrau
Oral,Oral,51.27111981,51.33499548,204894,Kazakhstan,KZ,KAZ,West Kazakhstan
Beyneu,Beyneu,45.18335187,55.10003699,32452,Kazakhstan,KZ,KAZ,Mangghystau
Aqtau,Aqtau,43.6231887,51.2365002,4479,Kazakhstan,KZ,KAZ,Mangghystau
Aqtobe,Aqtobe,50.28001752,57.16998816,260493,Kazakhstan,KZ,KAZ,Aqtöbe
Rudny,Rudny,52.95269676,63.1300378,104235.5,Kazakhstan,KZ,KAZ,Qostanay
Qyzylorda,Qyzylorda,44.80001609,65.46498572,213259.5,Kazakhstan,KZ,KAZ,Qyzylorda
Atyrau,Atyrau,47.11269147,51.92002437,170583,Kazakhstan,KZ,KAZ,Atyrau
Ekibastuz,Ekibastuz,51.72998069,75.31993974,124669,Kazakhstan,KZ,KAZ,Pavlodar
Pavlodar,Pavlodar,52.29999758,76.95002112,316254,Kazakhstan,KZ,KAZ,Pavlodar
Semey,Semey,50.43499514,80.2750378,302066.5,Kazakhstan,KZ,KAZ,East Kazakhstan
Oskemen,Oskemen,49.99003522,82.61494665,284350.5,Kazakhstan,KZ,KAZ,East Kazakhstan
Shymkent,Shymkent,42.32001243,69.59501786,439712,Kazakhstan,KZ,KAZ,South Kazakhstan
Taraz,Taraz,42.89997703,71.36498734,332723.5,Kazakhstan,KZ,KAZ,Zhambyl
Astana,Astana,51.1811253,71.42777421,335312.5,Kazakhstan,KZ,KAZ,Aqmola
Qaraghandy,Qaraghandy,49.88497703,73.11500972,378273.5,Kazakhstan,KZ,KAZ,Qaraghandy
Almaty,Almaty,43.32498985,76.91503617,1096256,Kazakhstan,KZ,KAZ,Almaty
Nyeri,Nyeri,-0.41699699,36.95100363,51084,Kenya,KE,KEN,Central
Mwingi,Mwingi,-0.929569886,38.07001705,9546.5,Kenya,KE,KEN,Eastern
Embu,Embu,-0.519569073,37.45000321,46771,Kenya,KE,KEN,Eastern
Machakos,Machakos,-1.509534486,37.25998897,88448,Kenya,KE,KEN,Eastern
Nanyuki,Nanyuki,0.020397968,37.06000118,34342,Kenya,KE,KEN,Rift Valley
Maralal,Maralal,1.110460631,36.68002437,20841,Kenya,KE,KEN,Rift Valley
Konza,Konza,-1.74962319,37.11999752,2004,Kenya,KE,KEN,Rift Valley
Lodwar,Lodwar,3.130389017,35.57001461,17089.5,Kenya,KE,KEN,Rift Valley
Eldama Ravine,Eldama Ravine,0.050370299,35.72003129,15052.5,Kenya,KE,KEN,Rift Valley
Sotik,Sotik,-0.679559307,35.12001623,36942.5,Kenya,KE,KEN,Rift Valley
Namanga,Namanga,-2.539600811,36.80001705,7664.5,Kenya,KE,KEN,Rift Valley
Naivasha,Naivasha,-0.709583314,36.42996212,41174.5,Kenya,KE,KEN,Rift Valley
Kericho,Kericho,-0.359578838,35.28000647,67300,Kenya,KE,KEN,Rift Valley
Kitale,Kitale,1.030465514,34.98994665,112809,Kenya,KE,KEN,Rift Valley
Bungoma,Bungoma,0.570390237,34.55999874,55962,Kenya,KE,KEN,Western
Kakamega,Kakamega,0.290407327,34.7300142,63426,Kenya,KE,KEN,Western
Wajir,Wajir,1.750369892,40.04999955,40240,Kenya,KE,KEN,North-Eastern
Garissa,Garissa,-0.439625632,39.67002274,65948,Kenya,KE,KEN,North-Eastern
Witu,Witu,-2.379610576,40.43002803,3945,Kenya,KE,KEN,Coast
Tsavo,Tsavo,-2.982777894,38.46663367,414,Kenya,KE,KEN,Coast
Voi,Voi,-3.36957599,38.56998653,28055.5,Kenya,KE,KEN,Coast
Kilifi,Kilifi,-3.609613018,39.85001176,63228.5,Kenya,KE,KEN,Coast
Thika,Thika,-1.039589011,37.09002519,93571.5,Kenya,KE,KEN,Central
Kendu Bay,Kendu Bay,-0.359578838,34.63999385,91248,Kenya,KE,KEN,Nyanza
Karungu,Karungu,-0.849626446,34.14999792,2376,Kenya,KE,KEN,Nyanza
Kisii,Kisii,-0.669585756,34.75998653,28547,Kenya,KE,KEN,Nyanza
Marsabit,Marsabit,2.329998595,37.9799967,15910.5,Kenya,KE,KEN,Eastern
Moyale,Moyale,3.51997764,39.05000891,20540,Kenya,KE,KEN,Eastern
Nakuru,Nakuru,-0.279997132,36.06998409,312315,Kenya,KE,KEN,Rift Valley
Lamu,Lamu,-2.26204362,40.91966643,17435,Kenya,KE,KEN,Coast
Malindi,Malindi,-3.209999167,40.10002234,81160,Kenya,KE,KEN,Coast
Kisumu,Kisumu,-0.090034567,34.75001298,306047,Kenya,KE,KEN,Nyanza
Meru,Meru,0.059982116,37.64001745,47226,Kenya,KE,KEN,Eastern
Eldoret,Eldoret,0.520005716,35.26998124,285913.5,Kenya,KE,KEN,Rift Valley
Mombasa,Mombasa,-4.040026022,39.68991817,840834,Kenya,KE,KEN,Coast
Nairobi,Nairobi,-1.283346742,36.81665686,2880273.5,Kenya,KE,KEN,Nairobi
Tarawa,Tarawa,1.338187506,173.0175708,25668,Kiribati,KI,KIR,
Prizren,Prizren,42.22932029,20.75009232,157574.5,Kosovo,,KOS,Prizren
Pec,Pec,42.66032757,20.3107393,93481.5,Kosovo,-99,KOS,Ðakovica
Pristina,Pristina,42.66670961,21.16598425,331700,Kosovo,-99,KOS,Pristina
Hawalli,Hawalli,29.33334002,47.99999756,164212,Kuwait,KW,KWT,Hawalli
Al Ahmadi,Al Ahmadi,29.0769448,48.08377274,68763,Kuwait,KW,KWT,Al Ahmadi
Al Jahra,Al Jahra,29.33747154,47.6580623,194193,Kuwait,KW,KWT,Al Jahrah
Kuwait,Kuwait,29.36971763,47.97830115,1061532,Kuwait,KW,KWT,Al Kuwayt
Tokmak,Tokmak,42.82987795,75.28459306,87953.5,Kyrgyzstan,KG,KGZ,Bishkek
